disease_name,state,year,no_of_death,county_name
"Diarrheal Diseases",AR,2011,6,Howard
"Diarrheal Diseases",IA,2011,12,Howard
"Diarrheal Diseases",IN,2011,94,Howard
"Diarrheal Diseases",MD,2011,327,Howard
"Diarrheal Diseases",MO,2011,8,Howard
"Diarrheal Diseases",NE,2011,2,Howard
"Diarrheal Diseases",TX,2011,13,Howard
"Diarrheal Diseases",MO,2011,26,Howell
"Diarrheal Diseases",MN,2011,4,Hubbard
"Diarrheal Diseases",NJ,2011,363,Hudson
"Diarrheal Diseases",TX,2011,1,Hudspeth
"Diarrheal Diseases",CO,2011,2,Huerfano
"Diarrheal Diseases",OK,2011,7,Hughes
"Diarrheal Diseases",SD,2011,24,Hughes
"Diarrheal Diseases",CA,2011,83,Humboldt
"Diarrheal Diseases",IA,2011,8,Humboldt
"Diarrheal Diseases",NV,2011,7,Humboldt
"Diarrheal Diseases",MS,2011,3,Humphreys
"Diarrheal Diseases",TN,2011,20,Humphreys
"Diarrheal Diseases",TX,2011,70,Hunt
"Diarrheal Diseases",NJ,2011,198,Hunterdon
"Diarrheal Diseases",PA,2011,62,Huntingdon
"Diarrheal Diseases",IN,2011,19,Huntington
"Diarrheal Diseases",MI,2011,23,Huron
"Diarrheal Diseases",OH,2011,22,Huron
"Diarrheal Diseases",SD,2011,10,Hutchinson
"Diarrheal Diseases",TX,2011,23,Hutchinson
"Diarrheal Diseases",NC,2011,9,Hyde
"Diarrheal Diseases",SD,2011,1,Hyde
"Diarrheal Diseases",LA,2011,38,Iberia
"Diarrheal Diseases",LA,2011,7,Iberville
"Diarrheal Diseases",IA,2011,5,Ida
"Diarrheal Diseases",ID,2011,21,Idaho
"Diarrheal Diseases",CA,2011,42,Imperial
"Diarrheal Diseases",AR,2011,22,Independence
"Diarrheal Diseases",FL,2011,204,"Indian River"
"Diarrheal Diseases",PA,2011,52,Indiana
"Diarrheal Diseases",MI,2011,157,Ingham
"Diarrheal Diseases",CA,2011,37,Inyo
"Diarrheal Diseases",MI,2011,78,Ionia
"Diarrheal Diseases",MI,2011,46,Iosco
"Diarrheal Diseases",IA,2011,19,Iowa
"Diarrheal Diseases",WI,2011,13,Iowa
"Diarrheal Diseases",NC,2011,126,Iredell
"Diarrheal Diseases",TX,2011,0,Irion
"Diarrheal Diseases",MI,2011,23,Iron
"Diarrheal Diseases",MO,2011,12,Iron
"Diarrheal Diseases",UT,2011,11,Iron
"Diarrheal Diseases",WI,2011,10,Iron
"Diarrheal Diseases",IL,2011,15,Iroquois
"Diarrheal Diseases",GA,2011,3,Irwin
"Diarrheal Diseases",MI,2011,51,Isabella
"Diarrheal Diseases",MN,2011,22,Isanti
"Diarrheal Diseases",WA,2011,65,Island
"Diarrheal Diseases",VA,2011,33,"Isle of Wight"
"Diarrheal Diseases",MS,2011,0,Issaquena
"Diarrheal Diseases",MN,2011,22,Itasca
"Diarrheal Diseases",MS,2011,27,Itawamba
"Diarrheal Diseases",AR,2011,14,Izard
"Diarrheal Diseases",TX,2011,12,Jack
"Diarrheal Diseases",AL,2011,80,Jackson
"Diarrheal Diseases",AR,2011,16,Jackson
"Diarrheal Diseases",CO,2011,1,Jackson
"Diarrheal Diseases",FL,2011,20,Jackson
"Diarrheal Diseases",GA,2011,28,Jackson
"Diarrheal Diseases",IA,2011,19,Jackson
"Diarrheal Diseases",IL,2011,29,Jackson
"Diarrheal Diseases",IN,2011,33,Jackson
"Diarrheal Diseases",KS,2011,9,Jackson
"Diarrheal Diseases",KY,2011,11,Jackson
"Diarrheal Diseases",LA,2011,14,Jackson
"Diarrheal Diseases",MI,2011,193,Jackson
"Diarrheal Diseases",MN,2011,10,Jackson
"Diarrheal Diseases",MO,2011,198,Jackson
"Diarrheal Diseases",MS,2011,110,Jackson
"Diarrheal Diseases",NC,2011,20,Jackson
"Diarrheal Diseases",OH,2011,67,Jackson
"Diarrheal Diseases",OK,2011,14,Jackson
"Diarrheal Diseases",OR,2011,158,Jackson
"Diarrheal Diseases",SD,2011,2,Jackson
"Diarrheal Diseases",TN,2011,5,Jackson
"Diarrheal Diseases",TX,2011,7,Jackson
"Diarrheal Diseases",WI,2011,15,Jackson
"Diarrheal Diseases",WV,2011,18,Jackson
"Diarrheal Diseases",VA,2011,47,"James City"
"Diarrheal Diseases",GA,2011,5,Jasper
"Diarrheal Diseases",IA,2011,59,Jasper
"Diarrheal Diseases",IL,2011,14,Jasper
"Diarrheal Diseases",IN,2011,29,Jasper
"Diarrheal Diseases",MO,2011,59,Jasper
"Diarrheal Diseases",MS,2011,9,Jasper
"Diarrheal Diseases",SC,2011,35,Jasper
"Diarrheal Diseases",TX,2011,35,Jasper
"Diarrheal Diseases",IN,2011,11,Jay
"Diarrheal Diseases",GA,2011,6,"Jeff Davis"
"Diarrheal Diseases",TX,2011,1,"Jeff Davis"
"Diarrheal Diseases",AL,2011,553,Jefferson
"Diarrheal Diseases",AR,2011,50,Jefferson
"Diarrheal Diseases",CO,2011,418,Jefferson
"Diarrheal Diseases",FL,2011,10,Jefferson
"Diarrheal Diseases",GA,2011,4,Jefferson
"Diarrheal Diseases",IA,2011,24,Jefferson
"Diarrheal Diseases",ID,2011,8,Jefferson
"Diarrheal Diseases",IL,2011,19,Jefferson
"Diarrheal Diseases",IN,2011,30,Jefferson
"Diarrheal Diseases",KS,2011,32,Jefferson
"Diarrheal Diseases",KY,2011,372,Jefferson
"Diarrheal Diseases",LA,2011,508,Jefferson
"Diarrheal Diseases",MO,2011,115,Jefferson
"Diarrheal Diseases",MS,2011,4,Jefferson
"Diarrheal Diseases",MT,2011,19,Jefferson
"Diarrheal Diseases",NE,2011,5,Jefferson
"Diarrheal Diseases",NY,2011,64,Jefferson
"Diarrheal Diseases",OH,2011,74,Jefferson
"Diarrheal Diseases",OK,2011,2,Jefferson
"Diarrheal Diseases",OR,2011,9,Jefferson
"Diarrheal Diseases",PA,2011,24,Jefferson
"Diarrheal Diseases",TN,2011,83,Jefferson
"Diarrheal Diseases",TX,2011,178,Jefferson
"Diarrheal Diseases",WA,2011,19,Jefferson
"Diarrheal Diseases",WI,2011,147,Jefferson
"Diarrheal Diseases",WV,2011,26,Jefferson
"Diarrheal Diseases",LA,2011,17,"Jefferson Davis"
"Diarrheal Diseases",MS,2011,17,"Jefferson Davis"
"Diarrheal Diseases",GA,2011,6,Jenkins
"Diarrheal Diseases",IN,2011,20,Jennings
"Diarrheal Diseases",SD,2011,2,Jerauld
"Diarrheal Diseases",ID,2011,8,Jerome
"Diarrheal Diseases",IL,2011,20,Jersey
"Diarrheal Diseases",KY,2011,29,Jessamine
"Diarrheal Diseases",KS,2011,3,Jewell
"Diarrheal Diseases",TX,2011,3,"Jim Hogg"
"Diarrheal Diseases",TX,2011,32,"Jim Wells"
"Diarrheal Diseases",IL,2011,17,"Jo Daviess"
"Diarrheal Diseases",AR,2011,19,Johnson
"Diarrheal Diseases",GA,2011,10,Johnson
"Diarrheal Diseases",IA,2011,106,Johnson
"Diarrheal Diseases",IL,2011,9,Johnson
"Diarrheal Diseases",IN,2011,79,Johnson
"Diarrheal Diseases",KS,2011,655,Johnson
"Diarrheal Diseases",KY,2011,29,Johnson
"Diarrheal Diseases",MO,2011,84,Johnson
"Diarrheal Diseases",NE,2011,2,Johnson
"Diarrheal Diseases",TN,2011,21,Johnson
"Diarrheal Diseases",TX,2011,172,Johnson
"Diarrheal Diseases",WY,2011,4,Johnson
"Diarrheal Diseases",NC,2011,108,Johnston
"Diarrheal Diseases",OK,2011,9,Johnston
"Diarrheal Diseases",GA,2011,8,Jones
"Diarrheal Diseases",IA,2011,28,Jones
"Diarrheal Diseases",MS,2011,41,Jones
"Diarrheal Diseases",NC,2011,13,Jones
"Diarrheal Diseases",SD,2011,1,Jones
"Diarrheal Diseases",TX,2011,19,Jones
"Diarrheal Diseases",OR,2011,46,Josephine
"Diarrheal Diseases",UT,2011,4,Juab
"Diarrheal Diseases",MT,2011,0,"Judith Basin"
"Diarrheal Diseases",AK,2011,41,Juneau
"Diarrheal Diseases",WI,2011,50,Juneau
"Diarrheal Diseases",PA,2011,16,Juniata
"Diarrheal Diseases",MI,2011,298,Kalamazoo
"Diarrheal Diseases",HI,2011,1,Kalawao
"Diarrheal Diseases",MI,2011,14,Kalkaska
"Diarrheal Diseases",MN,2011,9,Kanabec
"Diarrheal Diseases",WV,2011,99,Kanawha
"Diarrheal Diseases",MN,2011,17,Kandiyohi
"Diarrheal Diseases",IL,2011,169,Kane
"Diarrheal Diseases",UT,2011,2,Kane
"Diarrheal Diseases",IL,2011,40,Kankakee
"Diarrheal Diseases",TX,2011,17,Karnes
"Diarrheal Diseases",HI,2011,76,Kauai
"Diarrheal Diseases",TX,2011,74,Kaufman
"Diarrheal Diseases",OK,2011,54,Kay
"Diarrheal Diseases",NE,2011,7,Kearney
"Diarrheal Diseases",KS,2011,1,Kearny
"Diarrheal Diseases",NE,2011,3,Keith
"Diarrheal Diseases",MS,2011,10,Kemper
"Diarrheal Diseases",AK,2011,68,"Kenai Peninsula"
"Diarrheal Diseases",IL,2011,153,Kendall
"Diarrheal Diseases",TX,2011,17,Kendall
"Diarrheal Diseases",TX,2011,1,Kenedy
"Diarrheal Diseases",ME,2011,103,Kennebec
"Diarrheal Diseases",WI,2011,66,Kenosha
"Diarrheal Diseases",DE,2011,117,Kent
"Diarrheal Diseases",MD,2011,9,Kent
"Diarrheal Diseases",MI,2011,186,Kent
"Diarrheal Diseases",RI,2011,316,Kent
"Diarrheal Diseases",TX,2011,0,Kent
"Diarrheal Diseases",KY,2011,113,Kenton
"Diarrheal Diseases",IA,2011,7,Keokuk
"Diarrheal Diseases",CA,2011,320,Kern
"Diarrheal Diseases",TX,2011,65,Kerr
"Diarrheal Diseases",SC,2011,23,Kershaw
"Diarrheal Diseases",AK,2011,18,"Ketchikan Gateway"
"Diarrheal Diseases",WI,2011,25,Kewaunee
"Diarrheal Diseases",MI,2011,2,Keweenaw
"Diarrheal Diseases",NE,2011,0,"Keya Paha"
"Diarrheal Diseases",ND,2011,0,Kidder
"Diarrheal Diseases",NE,2011,3,Kimball
"Diarrheal Diseases",TX,2011,5,Kimble
"Diarrheal Diseases",TX,2011,1,King
"Diarrheal Diseases",WA,2011,2904,King
"Diarrheal Diseases",VA,2011,1,"King and Queen"
"Diarrheal Diseases",VA,2011,17,"King George"
"Diarrheal Diseases",VA,2011,7,"King William"
"Diarrheal Diseases",OK,2011,12,Kingfisher
"Diarrheal Diseases",KS,2011,2,Kingman
"Diarrheal Diseases",CA,2011,54,Kings
"Diarrheal Diseases",NY,2011,1050,Kings
"Diarrheal Diseases",SD,2011,2,Kingsbury
"Diarrheal Diseases",TX,2011,3,Kinney
"Diarrheal Diseases",CO,2011,1,Kiowa
"Diarrheal Diseases",KS,2011,0,Kiowa
"Diarrheal Diseases",OK,2011,11,Kiowa
"Diarrheal Diseases",CO,2011,4,"Kit Carson"
"Diarrheal Diseases",WA,2011,82,Kitsap
"Diarrheal Diseases",WA,2011,16,Kittitas
"Diarrheal Diseases",MN,2011,6,Kittson
"Diarrheal Diseases",OR,2011,28,Klamath
"Diarrheal Diseases",TX,2011,16,Kleberg
"Diarrheal Diseases",WA,2011,9,Klickitat
"Diarrheal Diseases",KY,2011,16,Knott
"Diarrheal Diseases",IL,2011,86,Knox
"Diarrheal Diseases",IN,2011,34,Knox
"Diarrheal Diseases",KY,2011,17,Knox
"Diarrheal Diseases",ME,2011,67,Knox
"Diarrheal Diseases",MO,2011,8,Knox
"Diarrheal Diseases",NE,2011,8,Knox
"Diarrheal Diseases",OH,2011,43,Knox
"Diarrheal Diseases",TN,2011,162,Knox
"Diarrheal Diseases",TX,2011,4,Knox
"Diarrheal Diseases",AK,2011,19,"Kodiak Island"
"Diarrheal Diseases",MN,2011,13,Koochiching
"Diarrheal Diseases",ID,2011,119,Kootenai
"Diarrheal Diseases",IN,2011,32,Kosciusko
"Diarrheal Diseases",IA,2011,17,Kossuth
"Diarrheal Diseases",WI,2011,43,"La Crosse"
"Diarrheal Diseases",AZ,2011,18,"La Paz"
"Diarrheal Diseases",CO,2011,38,"La Plata"
"Diarrheal Diseases",LA,2011,18,"La Salle"
"Diarrheal Diseases",TX,2011,2,"La Salle"
"Diarrheal Diseases",KS,2011,26,Labette
"Diarrheal Diseases",MN,2011,4,"Lac qui Parle"
"Diarrheal Diseases",PA,2011,385,Lackawanna
"Diarrheal Diseases",MO,2011,61,Laclede
"Diarrheal Diseases",AR,2011,2,Lafayette
"Diarrheal Diseases",FL,2011,2,Lafayette
"Diarrheal Diseases",LA,2011,355,Lafayette
"Diarrheal Diseases",MO,2011,21,Lafayette
"Diarrheal Diseases",MS,2011,23,Lafayette
"Diarrheal Diseases",WI,2011,18,Lafayette
"Diarrheal Diseases",LA,2011,80,Lafourche
"Diarrheal Diseases",IN,2011,16,LaGrange
"Diarrheal Diseases",CA,2011,55,Lake
"Diarrheal Diseases",CO,2011,6,Lake
"Diarrheal Diseases",FL,2011,125,Lake
"Diarrheal Diseases",IL,2011,368,Lake
"Diarrheal Diseases",IN,2011,657,Lake
"Diarrheal Diseases",MI,2011,11,Lake
"Diarrheal Diseases",MN,2011,13,Lake
"Diarrheal Diseases",MT,2011,10,Lake
"Diarrheal Diseases",OH,2011,347,Lake
"Diarrheal Diseases",OR,2011,12,Lake
"Diarrheal Diseases",SD,2011,22,Lake
"Diarrheal Diseases",TN,2011,10,Lake
"Diarrheal Diseases",AK,2011,1,"Lake and Peninsula"
"Diarrheal Diseases",MN,2011,6,"Lake of the Woods"
"Diarrheal Diseases",AL,2011,17,Lamar
"Diarrheal Diseases",GA,2011,11,Lamar
"Diarrheal Diseases",MS,2011,17,Lamar
"Diarrheal Diseases",TX,2011,87,Lamar
"Diarrheal Diseases",TX,2011,5,Lamb
"Diarrheal Diseases",VT,2011,37,Lamoille
"Diarrheal Diseases",ND,2011,4,LaMoure
"Diarrheal Diseases",TX,2011,30,Lampasas
"Diarrheal Diseases",NE,2011,98,Lancaster
"Diarrheal Diseases",PA,2011,806,Lancaster
"Diarrheal Diseases",SC,2011,30,Lancaster
"Diarrheal Diseases",VA,2011,15,Lancaster
"Diarrheal Diseases",NV,2011,2,Lander
"Diarrheal Diseases",KS,2011,0,Lane
"Diarrheal Diseases",OR,2011,175,Lane
"Diarrheal Diseases",WI,2011,37,Langlade
"Diarrheal Diseases",GA,2011,9,Lanier
"Diarrheal Diseases",MI,2011,44,Lapeer
"Diarrheal Diseases",IN,2011,106,LaPorte
"Diarrheal Diseases",WY,2011,46,Laramie
"Diarrheal Diseases",CO,2011,191,Larimer
"Diarrheal Diseases",KY,2011,17,Larue
"Diarrheal Diseases",CO,2011,12,"Las Animas"
"Diarrheal Diseases",IL,2011,82,LaSalle
"Diarrheal Diseases",CA,2011,29,Lassen
"Diarrheal Diseases",ID,2011,10,Latah
"Diarrheal Diseases",OK,2011,3,Latimer
"Diarrheal Diseases",AL,2011,127,Lauderdale
"Diarrheal Diseases",MS,2011,58,Lauderdale
"Diarrheal Diseases",TN,2011,23,Lauderdale
"Diarrheal Diseases",KY,2011,95,Laurel
"Diarrheal Diseases",GA,2011,48,Laurens
"Diarrheal Diseases",SC,2011,63,Laurens
"Diarrheal Diseases",TX,2011,19,Lavaca
"Diarrheal Diseases",AL,2011,29,Lawrence
"Diarrheal Diseases",AR,2011,18,Lawrence
"Diarrheal Diseases",IL,2011,13,Lawrence
"Diarrheal Diseases",IN,2011,50,Lawrence
"Diarrheal Diseases",KY,2011,17,Lawrence
"Diarrheal Diseases",MO,2011,18,Lawrence
"Diarrheal Diseases",MS,2011,21,Lawrence
"Diarrheal Diseases",OH,2011,74,Lawrence
"Diarrheal Diseases",PA,2011,55,Lawrence
"Diarrheal Diseases",SD,2011,8,Lawrence
"Diarrheal Diseases",TN,2011,44,Lawrence
"Diarrheal Diseases",OK,2011,73,"Le Flore"
"Diarrheal Diseases",MN,2011,19,"Le Sueur"
"Diarrheal Diseases",NM,2011,34,Lea
"Diarrheal Diseases",MS,2011,22,Leake
"Diarrheal Diseases",KS,2011,18,Leavenworth
"Diarrheal Diseases",PA,2011,295,Lebanon
"Diarrheal Diseases",AL,2011,201,Lee
"Diarrheal Diseases",AR,2011,10,Lee
"Diarrheal Diseases",FL,2011,755,Lee
"Diarrheal Diseases",GA,2011,15,Lee
"Diarrheal Diseases",IA,2011,32,Lee
"Diarrheal Diseases",IL,2011,20,Lee
"Diarrheal Diseases",KY,2011,4,Lee
"Diarrheal Diseases",MS,2011,38,Lee
"Diarrheal Diseases",NC,2011,33,Lee
"Diarrheal Diseases",SC,2011,7,Lee
"Diarrheal Diseases",TX,2011,8,Lee
"Diarrheal Diseases",VA,2011,17,Lee
"Diarrheal Diseases",MI,2011,19,Leelanau
"Diarrheal Diseases",MS,2011,18,Leflore
"Diarrheal Diseases",PA,2011,238,Lehigh
"Diarrheal Diseases",ID,2011,14,Lemhi
"Diarrheal Diseases",MI,2011,100,Lenawee
"Diarrheal Diseases",NC,2011,54,Lenoir
"Diarrheal Diseases",FL,2011,139,Leon
"Diarrheal Diseases",TX,2011,7,Leon
"Diarrheal Diseases",KY,2011,24,Leslie
"Diarrheal Diseases",KY,2011,25,Letcher
"Diarrheal Diseases",FL,2011,18,Levy
"Diarrheal Diseases",ID,2011,5,Lewis
"Diarrheal Diseases",KY,2011,14,Lewis
"Diarrheal Diseases",MO,2011,12,Lewis
"Diarrheal Diseases",NY,2011,23,Lewis
"Diarrheal Diseases",TN,2011,11,Lewis
"Diarrheal Diseases",WA,2011,64,Lewis
"Diarrheal Diseases",WV,2011,19,Lewis
"Diarrheal Diseases",MT,2011,110,"Lewis and Clark"
"Diarrheal Diseases",SC,2011,324,Lexington
"Diarrheal Diseases",VA,2011,6,"Lexington City"
"Diarrheal Diseases",FL,2011,13,Liberty
"Diarrheal Diseases",GA,2011,61,Liberty
"Diarrheal Diseases",MT,2011,0,Liberty
"Diarrheal Diseases",TX,2011,63,Liberty
"Diarrheal Diseases",OH,2011,194,Licking
"Diarrheal Diseases",AL,2011,112,Limestone
"Diarrheal Diseases",TX,2011,46,Limestone
"Diarrheal Diseases",AR,2011,20,Lincoln
"Diarrheal Diseases",CO,2011,2,Lincoln
"Diarrheal Diseases",GA,2011,5,Lincoln
"Diarrheal Diseases",ID,2011,1,Lincoln
"Diarrheal Diseases",KS,2011,1,Lincoln
"Diarrheal Diseases",KY,2011,15,Lincoln
"Diarrheal Diseases",LA,2011,33,Lincoln
"Diarrheal Diseases",ME,2011,16,Lincoln
"Diarrheal Diseases",MN,2011,6,Lincoln
"Diarrheal Diseases",MO,2011,16,Lincoln
"Diarrheal Diseases",MS,2011,41,Lincoln
"Diarrheal Diseases",MT,2011,16,Lincoln
"Diarrheal Diseases",NC,2011,25,Lincoln
"Diarrheal Diseases",NE,2011,19,Lincoln
"Diarrheal Diseases",NM,2011,37,Lincoln
"Diarrheal Diseases",NV,2011,1,Lincoln
"Diarrheal Diseases",OK,2011,50,Lincoln
"Diarrheal Diseases",OR,2011,60,Lincoln
"Diarrheal Diseases",SD,2011,59,Lincoln
"Diarrheal Diseases",TN,2011,39,Lincoln
"Diarrheal Diseases",WA,2011,6,Lincoln
"Diarrheal Diseases",WI,2011,24,Lincoln
"Diarrheal Diseases",WV,2011,22,Lincoln
"Diarrheal Diseases",WY,2011,6,Lincoln
"Diarrheal Diseases",IA,2011,130,Linn
"Diarrheal Diseases",KS,2011,8,Linn
"Diarrheal Diseases",MO,2011,8,Linn
"Diarrheal Diseases",OR,2011,34,Linn
"Diarrheal Diseases",TX,2011,1,Lipscomb
"Diarrheal Diseases",CT,2011,335,Litchfield
"Diarrheal Diseases",AR,2011,4,"Little River"
"Diarrheal Diseases",TX,2011,12,"Live Oak"
"Diarrheal Diseases",IL,2011,23,Livingston
"Diarrheal Diseases",KY,2011,5,Livingston
"Diarrheal Diseases",LA,2011,37,Livingston
"Diarrheal Diseases",MI,2011,305,Livingston
"Diarrheal Diseases",MO,2011,13,Livingston
"Diarrheal Diseases",NY,2011,38,Livingston
"Diarrheal Diseases",TX,2011,26,Llano
"Diarrheal Diseases",AR,2011,10,Logan
"Diarrheal Diseases",CO,2011,27,Logan
"Diarrheal Diseases",IL,2011,16,Logan
"Diarrheal Diseases",KS,2011,2,Logan
"Diarrheal Diseases",KY,2011,46,Logan
"Diarrheal Diseases",ND,2011,1,Logan
"Diarrheal Diseases",NE,2011,1,Logan
"Diarrheal Diseases",OH,2011,35,Logan
"Diarrheal Diseases",OK,2011,27,Logan
"Diarrheal Diseases",WV,2011,46,Logan
"Diarrheal Diseases",GA,2011,4,Long
"Diarrheal Diseases",AR,2011,28,Lonoke
"Diarrheal Diseases",OH,2011,158,Lorain
"Diarrheal Diseases",NM,2011,14,"Los Alamos"
"Diarrheal Diseases",CA,2011,6455,"Los Angeles"
"Diarrheal Diseases",TN,2011,39,Loudon
"Diarrheal Diseases",VA,2011,380,Loudoun
"Diarrheal Diseases",IA,2011,6,Louisa
"Diarrheal Diseases",VA,2011,45,Louisa
"Diarrheal Diseases",NE,2011,1,Loup
"Diarrheal Diseases",OK,2011,6,Love
"Diarrheal Diseases",TX,2011,1,Loving
"Diarrheal Diseases",AL,2011,14,Lowndes
"Diarrheal Diseases",GA,2011,43,Lowndes
"Diarrheal Diseases",MS,2011,54,Lowndes
"Diarrheal Diseases",TX,2011,90,Lubbock
"Diarrheal Diseases",IA,2011,9,Lucas
"Diarrheal Diseases",OH,2011,515,Lucas
"Diarrheal Diseases",MI,2011,9,Luce
"Diarrheal Diseases",GA,2011,12,Lumpkin
"Diarrheal Diseases",NM,2011,14,Luna
"Diarrheal Diseases",VA,2011,5,Lunenburg
"Diarrheal Diseases",PA,2011,517,Luzerne
"Diarrheal Diseases",PA,2011,162,Lycoming
"Diarrheal Diseases",SD,2011,1,Lyman
"Diarrheal Diseases",VA,2011,55,"Lynchburg City"
"Diarrheal Diseases",TX,2011,2,Lynn
"Diarrheal Diseases",IA,2011,17,Lyon
"Diarrheal Diseases",KS,2011,11,Lyon
"Diarrheal Diseases",KY,2011,11,Lyon
"Diarrheal Diseases",MN,2011,56,Lyon
"Diarrheal Diseases",NV,2011,76,Lyon
"Diarrheal Diseases",MI,2011,17,Mackinac
"Diarrheal Diseases",MI,2011,507,Macomb
"Diarrheal Diseases",AL,2011,10,Macon
"Diarrheal Diseases",GA,2011,6,Macon
"Diarrheal Diseases",IL,2011,49,Macon
"Diarrheal Diseases",MO,2011,14,Macon
"Diarrheal Diseases",NC,2011,36,Macon
"Diarrheal Diseases",TN,2011,15,Macon
"Diarrheal Diseases",IL,2011,66,Macoupin
"Diarrheal Diseases",CA,2011,94,Madera
"Diarrheal Diseases",AL,2011,671,Madison
"Diarrheal Diseases",AR,2011,5,Madison
"Diarrheal Diseases",FL,2011,23,Madison
"Diarrheal Diseases",GA,2011,19,Madison
"Diarrheal Diseases",IA,2011,13,Madison
"Diarrheal Diseases",ID,2011,43,Madison
"Diarrheal Diseases",IL,2011,152,Madison
"Diarrheal Diseases",IN,2011,99,Madison
"Diarrheal Diseases",KY,2011,74,Madison
"Diarrheal Diseases",LA,2011,8,Madison
"Diarrheal Diseases",MO,2011,8,Madison
"Diarrheal Diseases",MS,2011,85,Madison
"Diarrheal Diseases",MT,2011,3,Madison
"Diarrheal Diseases",NC,2011,10,Madison
"Diarrheal Diseases",NE,2011,19,Madison
"Diarrheal Diseases",NY,2011,138,Madison
"Diarrheal Diseases",OH,2011,28,Madison
"Diarrheal Diseases",TN,2011,84,Madison
"Diarrheal Diseases",TX,2011,5,Madison
"Diarrheal Diseases",VA,2011,18,Madison
"Diarrheal Diseases",KY,2011,12,Magoffin
"Diarrheal Diseases",IA,2011,34,Mahaska
"Diarrheal Diseases",MN,2011,4,Mahnomen
"Diarrheal Diseases",OH,2011,225,Mahoning
"Diarrheal Diseases",OK,2011,6,Major
"Diarrheal Diseases",OR,2011,34,Malheur
"Diarrheal Diseases",VA,2011,38,"Manassas City"
"Diarrheal Diseases",VA,2011,14,"Manassas Park City"
"Diarrheal Diseases",FL,2011,148,Manatee
"Diarrheal Diseases",MI,2011,19,Manistee
"Diarrheal Diseases",WI,2011,81,Manitowoc
"Diarrheal Diseases",WI,2011,72,Marathon
"Diarrheal Diseases",AL,2011,16,Marengo
"Diarrheal Diseases",AZ,2011,2083,Maricopa
"Diarrheal Diseases",MO,2011,7,Maries
"Diarrheal Diseases",CA,2011,188,Marin
"Diarrheal Diseases",WI,2011,72,Marinette
"Diarrheal Diseases",AL,2011,16,Marion
"Diarrheal Diseases",AR,2011,25,Marion
"Diarrheal Diseases",FL,2011,234,Marion
"Diarrheal Diseases",GA,2011,3,Marion
"Diarrheal Diseases",IA,2011,45,Marion
"Diarrheal Diseases",IL,2011,33,Marion
"Diarrheal Diseases",IN,2011,364,Marion
"Diarrheal Diseases",KS,2011,18,Marion
"Diarrheal Diseases",KY,2011,20,Marion
"Diarrheal Diseases",MO,2011,15,Marion
"Diarrheal Diseases",MS,2011,22,Marion
"Diarrheal Diseases",OH,2011,125,Marion
"Diarrheal Diseases",OR,2011,105,Marion
"Diarrheal Diseases",SC,2011,17,Marion
"Diarrheal Diseases",TN,2011,37,Marion
"Diarrheal Diseases",TX,2011,13,Marion
"Diarrheal Diseases",WV,2011,23,Marion
"Diarrheal Diseases",CA,2011,31,Mariposa
"Diarrheal Diseases",SC,2011,35,Marlboro
"Diarrheal Diseases",MI,2011,61,Marquette
"Diarrheal Diseases",WI,2011,12,Marquette
"Diarrheal Diseases",AL,2011,48,Marshall
"Diarrheal Diseases",IA,2011,20,Marshall
"Diarrheal Diseases",IL,2011,12,Marshall
"Diarrheal Diseases",IN,2011,26,Marshall
"Diarrheal Diseases",KS,2011,8,Marshall
"Diarrheal Diseases",KY,2011,38,Marshall
"Diarrheal Diseases",MN,2011,9,Marshall
"Diarrheal Diseases",MS,2011,21,Marshall
"Diarrheal Diseases",OK,2011,9,Marshall
"Diarrheal Diseases",SD,2011,3,Marshall
"Diarrheal Diseases",TN,2011,16,Marshall
"Diarrheal Diseases",WV,2011,70,Marshall
"Diarrheal Diseases",FL,2011,143,Martin
"Diarrheal Diseases",IN,2011,5,Martin
"Diarrheal Diseases",KY,2011,9,Martin
"Diarrheal Diseases",MN,2011,14,Martin
"Diarrheal Diseases",NC,2011,19,Martin
"Diarrheal Diseases",TX,2011,1,Martin
"Diarrheal Diseases",VA,2011,9,"Martinsville City"
"Diarrheal Diseases",IL,2011,29,Mason
"Diarrheal Diseases",KY,2011,16,Mason
"Diarrheal Diseases",MI,2011,28,Mason
"Diarrheal Diseases",TX,2011,2,Mason
"Diarrheal Diseases",WA,2011,45,Mason
"Diarrheal Diseases",WV,2011,15,Mason
"Diarrheal Diseases",IL,2011,16,Massac
"Diarrheal Diseases",TX,2011,10,Matagorda
"Diarrheal Diseases",AK,2011,29,Matanuska-Susitna
"Diarrheal Diseases",VA,2011,7,Mathews
"Diarrheal Diseases",HI,2011,38,Maui
"Diarrheal Diseases",TN,2011,82,Maury
"Diarrheal Diseases",TX,2011,55,Maverick
"Diarrheal Diseases",OK,2011,41,Mayes
"Diarrheal Diseases",OK,2011,24,McClain
"Diarrheal Diseases",MT,2011,1,McCone
"Diarrheal Diseases",SD,2011,7,McCook
"Diarrheal Diseases",SC,2011,4,McCormick
"Diarrheal Diseases",KY,2011,37,McCracken
"Diarrheal Diseases",KY,2011,14,McCreary
"Diarrheal Diseases",TX,2011,6,McCulloch
"Diarrheal Diseases",OK,2011,15,McCurtain
"Diarrheal Diseases",MO,2011,16,McDonald
"Diarrheal Diseases",IL,2011,15,McDonough
"Diarrheal Diseases",NC,2011,31,McDowell
"Diarrheal Diseases",WV,2011,27,McDowell
