@relation 'QueryResult-weka.filters.unsupervised.attribute.Remove-R3,5_clustered'

@attribute Instance_number numeric
@attribute disease_name {'Cerebrovascular Disease',Cholera,'Chronic lower respiratory diseases','Diabetes mellitus','Diarrheal Diseases',HIV/AIDS,'Influenza and pneumonia',Malaria,'Malignant tumours',Tuberculosis}
@attribute state {SC,LA,VA,ID,IA,KY,MO,OK,CO,IL,IN,MS,ND,NE,OH,PA,WA,WI,VT,MN,FL,NC,CA,NY,WY,MI,AK,MD,KS,TN,TX,ME,AZ,GA,AR,NJ,SD,AL,OR,WV,MA,UT,MT,NH,NM,RI,NV,DC,CT,HI,DE}
@attribute no_of_death numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9}

@data
20908,Tuberculosis,TX,30,cluster6
20909,'Chronic lower respiratory diseases',ID,56,cluster5
20910,HIV/AIDS,PA,44,cluster0
20911,HIV/AIDS,IN,22,cluster0
20912,HIV/AIDS,TX,1,cluster0
20913,'Cerebrovascular Disease',VA,30,cluster3
20914,'Cerebrovascular Disease',TX,6,cluster3
20915,'Diabetes mellitus',MS,7,cluster4
20916,'Chronic lower respiratory diseases',MT,2,cluster5
20917,'Cerebrovascular Disease',LA,463,cluster3
20918,'Chronic lower respiratory diseases',GA,4,cluster5
20919,'Influenza and pneumonia',OK,88,cluster8
20920,HIV/AIDS,NH,105,cluster0
20921,'Malignant tumours',IL,6,cluster2
20922,'Malignant tumours',TN,65,cluster2
20923,'Cerebrovascular Disease',CA,846,cluster3
20924,HIV/AIDS,AL,34,cluster0
20925,'Influenza and pneumonia',TX,6,cluster8
20926,'Diarrheal Diseases',IA,158,cluster1
20927,'Malignant tumours',MS,14,cluster2
20928,'Chronic lower respiratory diseases',AL,5,cluster5
20929,'Malignant tumours',MN,13,cluster2
20930,Malaria,AZ,92,cluster7
20931,'Influenza and pneumonia',OH,254,cluster8
20932,'Chronic lower respiratory diseases',TN,84,cluster5
20933,Tuberculosis,IL,49,cluster6
20934,'Diarrheal Diseases',CO,38,cluster1
20935,Malaria,FL,4,cluster7
20936,'Diabetes mellitus',IN,7,cluster4
20937,'Diarrheal Diseases',GA,190,cluster1
20938,Tuberculosis,OH,15,cluster6
20939,Malaria,GA,5,cluster7
20940,'Influenza and pneumonia',WV,24,cluster8
20941,'Chronic lower respiratory diseases',VA,3,cluster5
20942,'Cerebrovascular Disease',KY,9,cluster3
20943,'Malignant tumours',IN,8,cluster2
20944,'Malignant tumours',SD,3,cluster2
20945,'Malignant tumours',CO,81,cluster2
20946,'Diarrheal Diseases',IA,349,cluster1
20947,Cholera,NH,41,cluster9
20948,'Influenza and pneumonia',IA,6,cluster8
20949,'Diarrheal Diseases',AK,0,cluster1
20950,'Influenza and pneumonia',MO,16,cluster8
20951,'Influenza and pneumonia',FL,93,cluster8
20952,Tuberculosis,AR,12,cluster6
20953,Malaria,WI,31,cluster7
20954,Tuberculosis,NY,296,cluster6
20955,Cholera,ID,164,cluster9
20956,Tuberculosis,TX,42,cluster6
20957,Tuberculosis,IA,17,cluster6
20958,'Chronic lower respiratory diseases',NM,17,cluster5
20959,'Diabetes mellitus',TX,2,cluster4
20960,'Influenza and pneumonia',MD,766,cluster8
20961,'Diabetes mellitus',ND,1,cluster4
20962,'Chronic lower respiratory diseases',GA,4,cluster5
20963,'Malignant tumours',IA,186,cluster2
20964,'Malignant tumours',LA,22,cluster2
20965,'Diarrheal Diseases',MT,11,cluster1
20966,'Diarrheal Diseases',ID,9,cluster1
20967,'Diarrheal Diseases',MO,40,cluster1
20968,Tuberculosis,WY,24,cluster6
20969,HIV/AIDS,UT,130,cluster0
20970,Tuberculosis,CO,5,cluster6
20971,'Cerebrovascular Disease',VA,39,cluster3
20972,'Influenza and pneumonia',MO,15,cluster8
20973,'Diarrheal Diseases',GA,12,cluster1
20974,Tuberculosis,TN,9,cluster6
20975,Tuberculosis,MN,114,cluster6
20976,'Diarrheal Diseases',LA,47,cluster1
20977,Malaria,KS,8,cluster7
20978,'Diarrheal Diseases',GA,48,cluster1
20979,Tuberculosis,TX,33,cluster6
20980,'Cerebrovascular Disease',VA,472,cluster3
20981,Tuberculosis,TX,1,cluster6
20982,'Diabetes mellitus',IN,393,cluster4
20983,'Diabetes mellitus',WY,13,cluster4
20984,'Diabetes mellitus',UT,100,cluster4
20985,'Influenza and pneumonia',ND,2,cluster8
20986,'Chronic lower respiratory diseases',TX,34,cluster5
20987,HIV/AIDS,IA,7,cluster0
20988,'Influenza and pneumonia',OH,90,cluster8
20989,HIV/AIDS,NC,15,cluster0
20990,Tuberculosis,KY,15,cluster6
20991,'Cerebrovascular Disease',MN,128,cluster3
20992,'Influenza and pneumonia',TX,0,cluster8
20993,'Diabetes mellitus',NM,163,cluster4
20994,'Influenza and pneumonia',IA,52,cluster8
20995,'Influenza and pneumonia',TN,53,cluster8
20996,'Diabetes mellitus',KY,9,cluster4
20997,'Influenza and pneumonia',ND,1,cluster8
20998,Malaria,IA,1,cluster7
20999,'Malignant tumours',MN,5,cluster2
21000,'Cerebrovascular Disease',WI,663,cluster3
21001,'Diarrheal Diseases',CA,1018,cluster1
21002,Tuberculosis,AL,137,cluster6
21003,'Diabetes mellitus',IN,74,cluster4
21004,'Cerebrovascular Disease',AL,33,cluster3
21005,Tuberculosis,FL,381,cluster6
21006,Cholera,MD,18,cluster9
21007,Tuberculosis,TN,12,cluster6
21008,'Influenza and pneumonia',AR,10,cluster8
21009,'Chronic lower respiratory diseases',NE,345,cluster5
21010,HIV/AIDS,NC,5,cluster0
21011,'Malignant tumours',KY,14,cluster2
21012,'Diarrheal Diseases',AR,16,cluster1
21013,'Influenza and pneumonia',NY,39,cluster8
21014,'Malignant tumours',OR,7,cluster2
21015,'Diarrheal Diseases',GA,116,cluster1
21016,'Diabetes mellitus',KS,1,cluster4
21017,'Cerebrovascular Disease',WI,26,cluster3
21018,'Diabetes mellitus',KY,4,cluster4
21019,Cholera,KY,22,cluster9
21020,'Chronic lower respiratory diseases',MN,35,cluster5
21021,'Chronic lower respiratory diseases',KY,6,cluster5
21022,Tuberculosis,IN,29,cluster6
21023,'Chronic lower respiratory diseases',TX,5,cluster5
21024,'Diarrheal Diseases',MN,43,cluster1
21025,Cholera,NC,90,cluster9
21026,HIV/AIDS,IN,28,cluster0
21027,'Diarrheal Diseases',WA,27,cluster1
21028,'Cerebrovascular Disease',CA,15,cluster3
21029,Tuberculosis,LA,51,cluster6
21030,Tuberculosis,OH,70,cluster6
21031,'Diarrheal Diseases',IN,29,cluster1
21032,'Chronic lower respiratory diseases',AR,16,cluster5
21033,'Malignant tumours',MN,5,cluster2
21034,HIV/AIDS,CA,45,cluster0
21035,'Diarrheal Diseases',OH,120,cluster1
21036,HIV/AIDS,CA,190,cluster0
21037,Malaria,WV,3,cluster7
21038,'Diabetes mellitus',MT,0,cluster4
21039,HIV/AIDS,UT,2,cluster0
21040,'Diarrheal Diseases',CA,3122,cluster1
21041,'Influenza and pneumonia',OH,95,cluster8
21042,'Malignant tumours',ND,3,cluster2
21043,'Diarrheal Diseases',CO,14,cluster1
21044,Cholera,SD,4,cluster9
21045,'Influenza and pneumonia',GA,21,cluster8
21046,'Diarrheal Diseases',IN,7,cluster1
21047,'Chronic lower respiratory diseases',VT,77,cluster5
21048,'Diarrheal Diseases',OK,21,cluster1
21049,'Cerebrovascular Disease',AR,7,cluster3
21050,'Influenza and pneumonia',MI,15,cluster8
21051,Cholera,LA,152,cluster9
21052,'Cerebrovascular Disease',IN,14,cluster3
21053,'Chronic lower respiratory diseases',SD,3,cluster5
21054,'Cerebrovascular Disease',CO,351,cluster3
21055,HIV/AIDS,MS,51,cluster0
21056,Tuberculosis,NH,223,cluster6
21057,'Malignant tumours',TX,8,cluster2
21058,'Malignant tumours',MT,1,cluster2
21059,'Diabetes mellitus',MN,67,cluster4
21060,'Chronic lower respiratory diseases',TX,25,cluster5
21061,HIV/AIDS,IL,5,cluster0
21062,'Diarrheal Diseases',PA,86,cluster1
21063,'Malignant tumours',VA,54,cluster2
21064,'Chronic lower respiratory diseases',KS,9,cluster5
21065,'Influenza and pneumonia',MD,31,cluster8
21066,'Chronic lower respiratory diseases',SC,11,cluster5
21067,Cholera,MN,1,cluster9
21068,Cholera,TN,7,cluster9
21069,Cholera,MO,14,cluster9
21070,'Cerebrovascular Disease',NY,74,cluster3
21071,Cholera,MS,38,cluster9
21072,'Diarrheal Diseases',IN,23,cluster1
21073,'Diarrheal Diseases',KY,89,cluster1
21074,'Influenza and pneumonia',KY,6,cluster8
21075,'Malignant tumours',CA,9,cluster2
21076,Malaria,IN,48,cluster7
21077,Tuberculosis,KS,9,cluster6
21078,'Chronic lower respiratory diseases',TX,135,cluster5
21079,HIV/AIDS,TX,6,cluster0
21080,Cholera,MO,9,cluster9
21081,'Chronic lower respiratory diseases',TX,1,cluster5
21082,Tuberculosis,MA,19,cluster6
21083,'Diarrheal Diseases',OH,98,cluster1
21084,'Diabetes mellitus',SC,20,cluster4
21085,'Diabetes mellitus',MO,71,cluster4
21086,Malaria,TN,44,cluster7
21087,Tuberculosis,TX,42,cluster6
21088,'Chronic lower respiratory diseases',OK,36,cluster5
21089,'Cerebrovascular Disease',MS,322,cluster3
21090,'Diarrheal Diseases',WI,4,cluster1
21091,'Influenza and pneumonia',FL,447,cluster8
21092,'Diabetes mellitus',AL,46,cluster4
21093,'Diabetes mellitus',WA,14,cluster4
21094,Tuberculosis,NY,42,cluster6
21095,Tuberculosis,ME,21,cluster6
21096,HIV/AIDS,PA,2030,cluster0
21097,'Chronic lower respiratory diseases',IN,146,cluster5
21098,'Cerebrovascular Disease',MI,19,cluster3
21099,'Cerebrovascular Disease',WA,609,cluster3
21100,'Diabetes mellitus',SD,2,cluster4
21101,'Diarrheal Diseases',ND,2,cluster1
21102,HIV/AIDS,VT,16,cluster0
21103,HIV/AIDS,UT,21,cluster0
21104,Cholera,TX,5,cluster9
21105,'Cerebrovascular Disease',ND,2,cluster3
21106,'Malignant tumours',WV,62,cluster2
21107,Cholera,SC,756,cluster9
21108,Malaria,OK,22,cluster7
21109,'Malignant tumours',ID,5,cluster2
21110,'Malignant tumours',NC,37,cluster2
21111,'Influenza and pneumonia',LA,74,cluster8
21112,Cholera,SD,8,cluster9
21113,'Chronic lower respiratory diseases',WA,6,cluster5
21114,'Influenza and pneumonia',MO,30,cluster8
21115,'Chronic lower respiratory diseases',TX,5,cluster5
21116,Cholera,VA,4,cluster9
21117,'Diabetes mellitus',NM,10,cluster4
21118,'Diabetes mellitus',NV,68,cluster4
21119,'Diarrheal Diseases',OH,413,cluster1
21120,Malaria,MI,15,cluster7
21121,'Cerebrovascular Disease',IL,13,cluster3
21122,'Cerebrovascular Disease',TX,43,cluster3
21123,Tuberculosis,MS,7,cluster6
21124,'Cerebrovascular Disease',MO,50,cluster3
21125,'Influenza and pneumonia',IA,1,cluster8
21126,Malaria,VA,11,cluster7
21127,'Malignant tumours',IL,102,cluster2
21128,'Diarrheal Diseases',KS,2,cluster1
21129,'Cerebrovascular Disease',KY,28,cluster3
21130,'Diabetes mellitus',TX,12,cluster4
21131,Cholera,NC,28,cluster9
21132,'Cerebrovascular Disease',FL,2021,cluster3
21133,'Diarrheal Diseases',NM,36,cluster1
21134,Malaria,NC,48,cluster7
21135,'Chronic lower respiratory diseases',KS,13,cluster5
21136,Tuberculosis,AL,35,cluster6
21137,'Malignant tumours',IL,12,cluster2
21138,'Diarrheal Diseases',OH,86,cluster1
21139,'Cerebrovascular Disease',IL,18,cluster3
21140,'Malignant tumours',IA,32,cluster2
21141,Cholera,OH,47,cluster9
21142,'Diarrheal Diseases',ND,2,cluster1
21143,'Chronic lower respiratory diseases',IL,31,cluster5
21144,'Chronic lower respiratory diseases',FL,351,cluster5
21145,'Cerebrovascular Disease',SD,2,cluster3
21146,'Malignant tumours',VA,213,cluster2
21147,Cholera,NC,6,cluster9
21148,'Malignant tumours',PA,28,cluster2
21149,'Malignant tumours',MT,11,cluster2
21150,'Malignant tumours',GA,20,cluster2
21151,'Diarrheal Diseases',MO,28,cluster1
21152,'Malignant tumours',KY,19,cluster2
21153,Malaria,FL,985,cluster7
21154,'Chronic lower respiratory diseases',AR,7,cluster5
21155,Malaria,MN,16,cluster7
21156,'Malignant tumours',AL,138,cluster2
21157,Tuberculosis,KY,10,cluster6
21158,'Chronic lower respiratory diseases',KY,35,cluster5
21159,'Influenza and pneumonia',WI,64,cluster8
21160,Cholera,VA,25,cluster9
21161,'Diabetes mellitus',NH,177,cluster4
21162,Tuberculosis,WA,88,cluster6
21163,Cholera,AK,10,cluster9
21164,'Influenza and pneumonia',ND,1,cluster8
21165,'Malignant tumours',MS,20,cluster2
21166,'Diabetes mellitus',GA,54,cluster4
21167,Tuberculosis,GA,21,cluster6
21168,Tuberculosis,GA,6,cluster6
21169,'Cerebrovascular Disease',WI,20,cluster3
21170,HIV/AIDS,IN,6,cluster0
21171,Tuberculosis,NE,2,cluster6
21172,'Diarrheal Diseases',TN,62,cluster1
21173,Malaria,TX,122,cluster7
21174,'Diabetes mellitus',OH,67,cluster4
21175,Tuberculosis,OH,111,cluster6
21176,Malaria,NY,2857,cluster7
21177,'Diabetes mellitus',OR,16,cluster4
21178,'Cerebrovascular Disease',MS,13,cluster3
21179,'Chronic lower respiratory diseases',VA,61,cluster5
21180,HIV/AIDS,WY,83,cluster0
21181,'Diabetes mellitus',NC,200,cluster4
21182,Cholera,MN,882,cluster9
21183,'Diarrheal Diseases',PA,18,cluster1
21184,'Diarrheal Diseases',IN,4,cluster1
21185,'Influenza and pneumonia',ID,50,cluster8
21186,Tuberculosis,CO,1,cluster6
21187,Tuberculosis,MS,3,cluster6
21188,Tuberculosis,SD,2,cluster6
21189,'Diarrheal Diseases',KY,16,cluster1
21190,'Cerebrovascular Disease',MD,149,cluster3
21191,HIV/AIDS,OK,15,cluster0
21192,'Diabetes mellitus',LA,26,cluster4
21193,'Cerebrovascular Disease',UT,15,cluster3
21194,'Diarrheal Diseases',IL,10,cluster1
21195,Tuberculosis,FL,640,cluster6
21196,Malaria,NC,101,cluster7
21197,HIV/AIDS,NC,116,cluster0
21198,Tuberculosis,IN,11,cluster6
21199,'Chronic lower respiratory diseases',GA,62,cluster5
21200,'Diarrheal Diseases',NC,61,cluster1
21201,'Cerebrovascular Disease',MN,25,cluster3
21202,'Diabetes mellitus',TX,0,cluster4
21203,'Diabetes mellitus',TX,3,cluster4
21204,Tuberculosis,UT,171,cluster6
21205,'Malignant tumours',WY,9,cluster2
21206,HIV/AIDS,KY,8,cluster0
21207,HIV/AIDS,TN,70,cluster0
21208,Cholera,AL,16,cluster9
21209,'Influenza and pneumonia',WY,24,cluster8
21210,Malaria,KY,23,cluster7
21211,Tuberculosis,MI,1,cluster6
21212,'Malignant tumours',OK,7,cluster2
21213,'Cerebrovascular Disease',OH,52,cluster3
21214,'Diarrheal Diseases',AK,81,cluster1
21215,'Diabetes mellitus',WV,18,cluster4
21216,'Cerebrovascular Disease',WV,11,cluster3
21217,Cholera,MI,28,cluster9
21218,'Chronic lower respiratory diseases',OK,6,cluster5
21219,'Chronic lower respiratory diseases',IN,47,cluster5
21220,'Malignant tumours',NJ,705,cluster2
21221,'Chronic lower respiratory diseases',UT,85,cluster5
21222,Tuberculosis,KS,7,cluster6
21223,Malaria,TX,17,cluster7
21224,Malaria,LA,5,cluster7
21225,'Chronic lower respiratory diseases',OH,71,cluster5
21226,Cholera,NC,134,cluster9
21227,Malaria,UT,8,cluster7
21228,Malaria,MS,8,cluster7
21229,'Cerebrovascular Disease',KY,20,cluster3
21230,'Diabetes mellitus',MI,10,cluster4
21231,'Chronic lower respiratory diseases',ND,92,cluster5
21232,'Diabetes mellitus',NC,46,cluster4
21233,Cholera,NY,43,cluster9
21234,'Chronic lower respiratory diseases',MO,14,cluster5
21235,Malaria,NC,105,cluster7
21236,'Chronic lower respiratory diseases',AL,103,cluster5
21237,HIV/AIDS,MO,24,cluster0
21238,'Cerebrovascular Disease',VA,14,cluster3
21239,Cholera,GA,29,cluster9
21240,'Diarrheal Diseases',GA,89,cluster1
21241,'Diabetes mellitus',MO,17,cluster4
21242,'Chronic lower respiratory diseases',TX,35,cluster5
21243,Tuberculosis,IL,18,cluster6
21244,Malaria,IL,23,cluster7
21245,'Diabetes mellitus',IL,23,cluster4
21246,'Diabetes mellitus',NC,317,cluster4
21247,'Diarrheal Diseases',KY,27,cluster1
21248,HIV/AIDS,IL,46,cluster0
21249,Tuberculosis,CT,74,cluster6
21250,Cholera,MO,26,cluster9
21251,'Influenza and pneumonia',ND,3,cluster8
21252,'Chronic lower respiratory diseases',NC,137,cluster5
21253,Cholera,NY,87,cluster9
21254,'Influenza and pneumonia',NE,3,cluster8
21255,'Cerebrovascular Disease',NY,21,cluster3
21256,'Malignant tumours',KY,14,cluster2
21257,'Diabetes mellitus',VT,189,cluster4
21258,Cholera,VA,26,cluster9
21259,'Influenza and pneumonia',TX,97,cluster8
21260,'Influenza and pneumonia',IA,7,cluster8
21261,'Influenza and pneumonia',AR,14,cluster8
21262,Malaria,SD,1,cluster7
21263,Tuberculosis,MS,75,cluster6
21264,HIV/AIDS,SD,3,cluster0
21265,'Diabetes mellitus',IA,8,cluster4
21266,Tuberculosis,IN,62,cluster6
21267,Tuberculosis,MI,26,cluster6
21268,'Cerebrovascular Disease',LA,6,cluster3
21269,'Cerebrovascular Disease',NJ,110,cluster3
21270,HIV/AIDS,TX,6,cluster0
21271,'Influenza and pneumonia',KS,6,cluster8
21272,'Chronic lower respiratory diseases',ND,4,cluster5
21273,'Diabetes mellitus',OK,40,cluster4
21274,'Diabetes mellitus',NC,37,cluster4
21275,'Cerebrovascular Disease',LA,455,cluster3
21276,'Diabetes mellitus',NE,1,cluster4
21277,HIV/AIDS,KS,8,cluster0
21278,'Chronic lower respiratory diseases',LA,55,cluster5
21279,'Diabetes mellitus',NH,118,cluster4
21280,Cholera,MS,4,cluster9
21281,Tuberculosis,WV,7,cluster6
21282,'Malignant tumours',TN,72,cluster2
21283,'Diarrheal Diseases',MI,47,cluster1
21284,'Chronic lower respiratory diseases',TX,3109,cluster5
21285,HIV/AIDS,IN,222,cluster0
21286,Cholera,SC,10,cluster9
21287,'Diarrheal Diseases',KS,5,cluster1
21288,Tuberculosis,SD,6,cluster6
21289,'Cerebrovascular Disease',KS,3,cluster3
21290,HIV/AIDS,TN,13,cluster0
21291,Cholera,KS,26,cluster9
21292,Malaria,NY,77,cluster7
21293,Cholera,OR,117,cluster9
21294,'Cerebrovascular Disease',UT,4,cluster3
21295,'Influenza and pneumonia',NE,1,cluster8
21296,'Influenza and pneumonia',PA,17,cluster8
21297,'Diabetes mellitus',TX,1,cluster4
21298,'Influenza and pneumonia',GA,1,cluster8
21299,HIV/AIDS,OH,46,cluster0
21300,'Diarrheal Diseases',IA,8,cluster1
21301,'Chronic lower respiratory diseases',CO,32,cluster5
21302,'Malignant tumours',VA,17,cluster2
21303,Malaria,ND,2,cluster7
21304,'Influenza and pneumonia',IA,31,cluster8
21305,Cholera,TX,15,cluster9
21306,'Influenza and pneumonia',WA,38,cluster8
21307,'Diarrheal Diseases',ND,4,cluster1
21308,'Cerebrovascular Disease',TX,32,cluster3
21309,'Malignant tumours',KY,32,cluster2
21310,'Diarrheal Diseases',MS,12,cluster1
21311,Cholera,WA,50,cluster9
21312,Malaria,OK,1,cluster7
21313,Tuberculosis,OH,29,cluster6
21314,'Malignant tumours',OH,30,cluster2
21315,'Malignant tumours',GA,1,cluster2
21316,'Cerebrovascular Disease',SD,3,cluster3
21317,'Cerebrovascular Disease',IL,81,cluster3
21318,Malaria,OH,26,cluster7
21319,Cholera,FL,1372,cluster9
21320,Malaria,TX,1,cluster7
21321,'Cerebrovascular Disease',VA,6,cluster3
21322,'Diarrheal Diseases',TX,28,cluster1
21323,Cholera,PA,32,cluster9
21324,Cholera,MN,3,cluster9
21325,HIV/AIDS,AL,166,cluster0
21326,'Diarrheal Diseases',MT,1,cluster1
21327,'Cerebrovascular Disease',TX,13,cluster3
21328,Cholera,IA,13,cluster9
21329,HIV/AIDS,TN,221,cluster0
21330,Cholera,MO,12,cluster9
21331,'Diabetes mellitus',NE,6,cluster4
21332,'Diarrheal Diseases',OH,325,cluster1
21333,'Diabetes mellitus',SD,5,cluster4
21334,Malaria,IL,12,cluster7
21335,'Influenza and pneumonia',ND,1,cluster8
21336,'Cerebrovascular Disease',NC,3,cluster3
21337,'Diabetes mellitus',AR,34,cluster4
21338,HIV/AIDS,PA,184,cluster0
21339,HIV/AIDS,NM,49,cluster0
21340,'Diarrheal Diseases',ND,1,cluster1
21341,Tuberculosis,MN,94,cluster6
21342,'Chronic lower respiratory diseases',IL,103,cluster5
21343,'Diarrheal Diseases',NE,4,cluster1
21344,'Chronic lower respiratory diseases',OR,5,cluster5
21345,'Diarrheal Diseases',KY,36,cluster1
21346,'Chronic lower respiratory diseases',TN,24,cluster5
21347,'Cerebrovascular Disease',TN,26,cluster3
21348,Tuberculosis,ID,5,cluster6
21349,Cholera,WI,235,cluster9
21350,'Malignant tumours',UT,16,cluster2
21351,'Malignant tumours',GA,9,cluster2
21352,Tuberculosis,TX,75,cluster6
21353,HIV/AIDS,WI,24,cluster0
21354,'Malignant tumours',IL,354,cluster2
21355,'Malignant tumours',OR,24,cluster2
21356,'Chronic lower respiratory diseases',OH,42,cluster5
21357,'Chronic lower respiratory diseases',KS,0,cluster5
21358,Malaria,WI,67,cluster7
21359,'Influenza and pneumonia',NY,94,cluster8
21360,'Chronic lower respiratory diseases',NM,2,cluster5
21361,'Chronic lower respiratory diseases',ID,19,cluster5
21362,'Cerebrovascular Disease',MS,125,cluster3
21363,'Diabetes mellitus',OK,22,cluster4
21364,HIV/AIDS,MN,18,cluster0
21365,'Malignant tumours',WA,5,cluster2
21366,'Influenza and pneumonia',TX,12,cluster8
21367,'Malignant tumours',IL,16,cluster2
21368,'Diabetes mellitus',VT,7,cluster4
21369,HIV/AIDS,MI,170,cluster0
21370,Cholera,OK,12,cluster9
21371,'Malignant tumours',MS,14,cluster2
21372,Malaria,PA,140,cluster7
21373,'Diabetes mellitus',ID,19,cluster4
21374,'Diarrheal Diseases',OH,16,cluster1
21375,'Diabetes mellitus',KY,41,cluster4
21376,Tuberculosis,IA,12,cluster6
21377,'Chronic lower respiratory diseases',CO,28,cluster5
21378,'Diabetes mellitus',IA,9,cluster4
21379,'Diarrheal Diseases',RI,403,cluster1
21380,Cholera,TX,5,cluster9
21381,'Cerebrovascular Disease',IL,11,cluster3
21382,Tuberculosis,KY,28,cluster6
21383,Cholera,NY,49,cluster9
21384,Cholera,WI,21,cluster9
21385,'Diabetes mellitus',IA,5,cluster4
21386,'Diarrheal Diseases',TX,3,cluster1
21387,'Chronic lower respiratory diseases',MN,41,cluster5
21388,'Malignant tumours',GA,6,cluster2
21389,Cholera,OK,10,cluster9
21390,Tuberculosis,IL,59,cluster6
21391,'Diarrheal Diseases',KS,4,cluster1
21392,'Diabetes mellitus',VA,19,cluster4
21393,Tuberculosis,MN,8,cluster6
21394,HIV/AIDS,SC,50,cluster0
21395,Tuberculosis,IA,49,cluster6
21396,'Chronic lower respiratory diseases',FL,14,cluster5
21397,'Chronic lower respiratory diseases',AK,1,cluster5
21398,'Diarrheal Diseases',KY,41,cluster1
21399,Tuberculosis,OK,116,cluster6
21400,'Diarrheal Diseases',MT,7,cluster1
21401,Malaria,TX,85,cluster7
21402,Malaria,OK,103,cluster7
21403,'Chronic lower respiratory diseases',IN,13,cluster5
21404,'Chronic lower respiratory diseases',RI,197,cluster5
21405,HIV/AIDS,MS,11,cluster0
21406,HIV/AIDS,CO,20,cluster0
21407,'Diarrheal Diseases',TX,10,cluster1
21408,'Diarrheal Diseases',VA,150,cluster1
21409,'Malignant tumours',NM,808,cluster2
21410,'Chronic lower respiratory diseases',OH,61,cluster5
21411,HIV/AIDS,WA,57,cluster0
21412,'Cerebrovascular Disease',TN,99,cluster3
21413,'Influenza and pneumonia',IL,260,cluster8
21414,'Diabetes mellitus',MN,130,cluster4
21415,Tuberculosis,AZ,808,cluster6
21416,'Malignant tumours',ID,2,cluster2
21417,'Chronic lower respiratory diseases',NE,2,cluster5
21418,'Influenza and pneumonia',UT,7,cluster8
21419,'Diarrheal Diseases',TX,17,cluster1
21420,'Malignant tumours',TN,79,cluster2
21421,Malaria,NC,32,cluster7
21422,'Influenza and pneumonia',TN,20,cluster8
21423,'Influenza and pneumonia',AL,9,cluster8
21424,'Influenza and pneumonia',AZ,11,cluster8
21425,'Malignant tumours',IL,25,cluster2
21426,Cholera,ND,36,cluster9
21427,Cholera,AK,3,cluster9
21428,'Cerebrovascular Disease',NY,546,cluster3
21429,Tuberculosis,TX,7,cluster6
21430,'Malignant tumours',MS,17,cluster2
21431,HIV/AIDS,NE,1,cluster0
21432,'Cerebrovascular Disease',MS,18,cluster3
21433,'Diarrheal Diseases',MT,3,cluster1
21434,Malaria,WV,11,cluster7
21435,'Cerebrovascular Disease',CO,283,cluster3
21436,'Malignant tumours',NE,17,cluster2
21437,Cholera,MO,4,cluster9
21438,'Influenza and pneumonia',MS,43,cluster8
21439,'Diarrheal Diseases',CA,26,cluster1
